Time / ns                o3,2/real
----------------------------------------------------------------------
                       0                               0
            0.0023068057                               0
            0.0046136114                               0
            0.0069204168                               0
            0.0092272228                               0
             0.011534028                               0
             0.013840834                               0
              0.01614764                               0
             0.018454446                               0
             0.020761251                               0
             0.023068056                               0
             0.025374861                               0
             0.027681667                               0
             0.029988473                               0
             0.032295279                               0
             0.034602083                               0
             0.036908891                               0
             0.039215695                               0
             0.041522503                               0
             0.043829307                               0
             0.046136111                               0
             0.048442919                               0
             0.050749723                               0
             0.053056531                               0
             0.055363335                               0
             0.057670139                               0
             0.059976947                               0
             0.062283751                               0
             0.064590558                               0
             0.066897362                               0
             0.069204167                               0
             0.071510978                               0
             0.073817782                               0
             0.076124586                               0
              0.07843139                               0
             0.080738194                               0
             0.083045006                               0
              0.08535181                               0
             0.087658614                               0
             0.089965418                               0
             0.092272222                               0
             0.094579034                               0
             0.096885838                               0
             0.099192642                               0
              0.10149945                               0
              0.10380625                               0
              0.10611306                               0
              0.10841987                               0
              0.11072667                               0
              0.11303347                               0
              0.11534028                               0
              0.11764709                               0
              0.11995389                               0
               0.1222607                               0
               0.1245675                               0
              0.12687431                               0
              0.12918112                               0
              0.13148792                               0
              0.13379472                               0
              0.13610153                               0
              0.13840833                               0
              0.14071514                               0
              0.14302196                               0
              0.14532876                               0
              0.14763556                               0
              0.14994237                               0
              0.15224917                               0
              0.15455598                               0
              0.15686278                               0
              0.15916958                               0
              0.16147639                               0
              0.16378319                               0
              0.16609001                               0
              0.16839682                               0
              0.17070362                               0
              0.17301042                               0
              0.17531723                               0
              0.17762403                               0
              0.17993084                               0
              0.18223764                               0
              0.18454444                               0
              0.18685126                               0
              0.18915807                               0
              0.19146487                               0
              0.19377168                               0
              0.19607848                               0
              0.19838528                               0
              0.20069209                               0
              0.20299889                               0
               0.2053057                               0
               0.2076125                               0
              0.20991932                               0
              0.21222612                               0
              0.21453293                               0
              0.21683973                               0
              0.21914653                               0
              0.22145334                               0
              0.22376014                               0
              0.22606695                               0
              0.22837375                               0
              0.23068056                               0
              0.23298737                               0
              0.23529418                               0
              0.23760098                               0
              0.23990779                               0
              0.24221459                               0
              0.24452139                               0
               0.2468282                               0
                0.249135                               0
              0.25144181                               0
              0.25374863                               0
              0.25605541                               0
              0.25836223                               0
              0.26066902                               0
              0.26297584                               0
              0.26528266                               0
              0.26758945                               0
              0.26989627                               0
              0.27220306                               0
              0.27450988                               0
              0.27681667                               0
              0.27912349                               0
              0.28143027                               0
              0.28373709                               0
              0.28604391                               0
               0.2883507                               0
              0.29065752                               0
              0.29296431                               0
              0.29527113                               0
              0.29757792                               0
              0.29988474                               0
              0.30219153                               0
              0.30449834                               0
              0.30680513                               0
              0.30911195                               0
              0.31141877                               0
              0.31372556                               0
              0.31603238                               0
              0.31833917                               0
              0.32064599                               0
              0.32295278                               0
               0.3252596                               0
              0.32756639                               0
               0.3298732                               0
              0.33218002                               0
              0.33448681                               0
              0.33679363                               0
              0.33910042                               0
              0.34140724                               0
              0.34371403                               0
              0.34602085                               0
              0.34832764                               0
              0.35063446                               0
              0.35294127                               0
              0.35524806                               0
              0.35755488                               0
              0.35986167                               0
              0.36216849                               0
              0.36447528                               0
               0.3667821                               0
              0.36908889                               0
              0.37139571                               0
              0.37370253                               0
              0.37600932                               0
              0.37831613                               0
              0.38062292                               0
              0.38292974                               0
              0.38523653                               0
              0.38754335                               0
              0.38985014                               0
              0.39215696                               0
              0.39446375                               0
              0.39677057                               0
              0.39907739                               0
              0.40138417                               0
              0.40369099                               0
              0.40599778                               0
               0.4083046                               0
              0.41061139                               0
              0.41291821                               0
                0.415225                               0
              0.41753182                               0
              0.41983864                               0
              0.42214543                               0
              0.42445225                               0
              0.42675903                               0
              0.42906585                               0
              0.43137264                               0
              0.43367946                               0
              0.43598625                               0
              0.43829307                               0
              0.44059989                               0
              0.44290668                               0
               0.4452135                               0
              0.44752029                               0
               0.4498271                               0
              0.45213389                               0
              0.45444071                               0
               0.4567475                               0
              0.45905432                               0
              0.46136111                               0
              0.46366793                               0
              0.46597475                               0
              0.46828154                               0
              0.47058836                               0
              0.47289515                               0
              0.47520196                               0
              0.47750875                               0
              0.47981557                               0
              0.48212236                               0
              0.48442918                               0
                0.486736                               0
              0.48904279                               0
              0.49134961                               0
               0.4936564                               0
              0.49596322                               0
